Flight,Plane,Time,Age,Fitness,TechSavvy,Experience,Impatience,TimePressure,Luggage,KioskAffinity,Speed
G9324,A320,2025-11-24T08:28:00+00:00,63,0.17,0.71,9,0.45,0.72,0.50,0.52,1.24
G9324,A320,2025-11-24T08:28:00+00:00,65,0.30,0.53,8,0.22,0.70,0.19,0.36,1.47
G9324,A320,2025-11-24T08:28:00+00:00,28,0.88,0.88,2,0.24,0.24,0.16,0.51,1.75
G9324,A320,2025-11-24T08:28:00+00:00,53,0.63,0.59,4,0.22,0.49,0.18,0.29,1.66
G9324,A320,2025-11-24T08:28:00+00:00,62,0.12,0.38,6,0.29,0.39,0.49,0.02,1.12
G9324,A320,2025-11-24T08:28:00+00:00,80,0.18,0.32,7,0.30,0.82,0.44,0.00,1.30
G9324,A320,2025-11-24T08:28:00+00:00,53,0.63,0.72,7,0.41,0.21,0.36,0.43,1.47
G9324,A320,2025-11-24T08:28:00+00:00,22,0.75,1.00,1,0.23,0.74,0.99,0.48,1.37
G9324,A320,2025-11-24T08:28:00+00:00,72,0.12,0.48,9,0.37,0.22,0.38,0.11,1.12
G9324,A320,2025-11-24T08:28:00+00:00,32,0.68,0.90,4,0.19,0.96,0.99,0.48,1.39
G9324,A320,2025-11-24T08:28:00+00:00,77,0.00,0.35,10,0.21,0.87,0.66,0.00,1.09
G9324,A320,2025-11-24T08:28:00+00:00,65,0.04,0.35,5,0.10,0.16,0.09,0.00,1.16
G9324,A320,2025-11-24T08:28:00+00:00,53,0.25,0.60,6,0.33,0.02,0.81,0.28,0.99
G9324,A320,2025-11-24T08:28:00+00:00,37,0.85,0.94,5,0.30,0.39,0.32,0.58,1.70
G9324,A320,2025-11-24T08:28:00+00:00,32,0.92,0.74,2,0.18,0.49,0.01,0.43,1.98
G9324,A320,2025-11-24T08:28:00+00:00,61,0.39,0.55,8,0.25,0.93,0.54,0.44,1.44
G9324,A320,2025-11-24T08:28:00+00:00,78,0.00,0.47,9,0.32,0.86,0.94,0.00,0.98
G9324,A320,2025-11-24T08:28:00+00:00,28,0.88,0.76,0,0.04,0.66,0.84,0.32,1.52
G9324,A320,2025-11-24T08:28:00+00:00,64,0.22,0.50,8,0.47,0.89,0.67,0.32,1.24
G9324,A320,2025-11-24T08:28:00+00:00,38,0.80,0.84,2,0.10,0.14,0.22,0.46,1.62
G9324,A320,2025-11-24T08:28:00+00:00,49,0.60,0.64,6,0.46,0.73,0.12,0.41,1.75
G9324,A320,2025-11-24T08:28:00+00:00,37,0.78,0.94,2,0.20,0.59,0.98,0.44,1.35
G9324,A320,2025-11-24T08:28:00+00:00,67,0.15,0.45,5,0.19,0.89,0.50,0.00,1.27
G9324,A320,2025-11-24T08:28:00+00:00,44,0.44,0.68,2,0.18,0.22,0.94,0.27,1.08
G9324,A320,2025-11-24T08:28:00+00:00,60,0.47,0.47,8,0.44,0.76,0.86,0.38,1.28
G9324,A320,2025-11-24T08:28:00+00:00,72,0.06,0.48,9,0.38,0.48,0.89,0.05,0.95
G9324,A320,2025-11-24T08:28:00+00:00,20,0.78,0.90,1,0.13,0.55,0.49,0.48,1.62
G9324,A320,2025-11-24T08:28:00+00:00,80,0.00,0.34,10,0.22,0.21,0.29,0.00,1.07
G9324,A320,2025-11-24T08:28:00+00:00,38,0.67,0.82,1,0.17,0.75,0.94,0.35,1.35
G9324,A320,2025-11-24T08:28:00+00:00,23,1.00,1.00,0,0.20,0.41,0.65,0.49,1.62
G9324,A320,2025-11-24T08:28:00+00:00,41,0.62,0.65,3,0.34,0.94,0.74,0.31,1.49
G9324,A320,2025-11-24T08:28:00+00:00,28,0.85,0.97,0,0.20,0.26,0.76,0.45,1.41
G9324,A320,2025-11-24T08:28:00+00:00,69,0.15,0.65,9,0.31,0.39,0.62,0.29,1.10
G9324,A320,2025-11-24T08:28:00+00:00,18,0.85,0.95,0,0.37,0.86,0.57,0.47,1.73
G9324,A320,2025-11-24T08:28:00+00:00,35,0.86,0.75,1,0.07,0.70,0.22,0.38,1.89
G9324,A320,2025-11-24T08:28:00+00:00,36,0.77,0.91,1,0.10,0.08,0.16,0.48,1.61
G9324,A320,2025-11-24T08:28:00+00:00,32,0.59,0.95,2,0.30,0.29,0.54,0.50,1.38
G9324,A320,2025-11-24T08:28:00+00:00,33,0.95,1.00,3,0.20,0.33,0.70,0.54,1.53
G9324,A320,2025-11-24T08:28:00+00:00,60,0.50,0.43,6,0.14,0.19,0.62,0.08,1.25
G9324,A320,2025-11-24T08:28:00+00:00,40,0.71,0.78,1,0.00,0.24,0.67,0.35,1.37
G9324,A320,2025-11-24T08:28:00+00:00,22,0.98,1.00,1,0.23,0.27,0.17,0.56,1.83
G9324,A320,2025-11-24T08:28:00+00:00,42,0.78,0.80,2,0.25,0.60,0.35,0.41,1.71
G9324,A320,2025-11-24T08:28:00+00:00,29,0.67,0.90,1,0.21,0.49,0.28,0.48,1.64
G9324,A320,2025-11-24T08:28:00+00:00,18,0.95,1.00,1,0.28,0.19,0.63,0.53,1.52
G9324,A320,2025-11-24T08:28:00+00:00,72,0.20,0.55,8,0.21,0.01,0.24,0.13,1.17
G9324,A320,2025-11-24T08:28:00+00:00,77,0.11,0.23,9,0.42,0.24,0.90,0.00,0.92
G9324,A320,2025-11-24T08:28:00+00:00,67,0.33,0.49,7,0.34,0.42,0.73,0.00,1.17
G9324,A320,2025-11-24T08:28:00+00:00,50,0.30,0.77,5,0.18,0.41,0.99,0.37,1.03
G9324,A320,2025-11-24T08:28:00+00:00,46,0.69,0.76,5,0.23,0.98,0.02,0.49,1.98
G9324,A320,2025-11-24T08:28:00+00:00,49,0.32,0.74,6,0.19,0.82,0.36,0.45,1.45
G9324,A320,2025-11-24T08:28:00+00:00,58,0.29,0.41,4,0.09,0.66,0.78,0.04,1.18
G9324,A320,2025-11-24T08:28:00+00:00,28,0.98,0.79,0,0.26,0.31,0.66,0.35,1.56
G9324,A320,2025-11-24T08:28:00+00:00,33,0.89,0.77,2,0.24,0.68,0.18,0.43,1.93
G9324,A320,2025-11-24T08:28:00+00:00,41,0.79,0.72,3,0.31,0.22,0.86,0.34,1.31
G9324,A320,2025-11-24T08:28:00+00:00,80,0.01,0.23,10,0.35,0.22,0.21,0.00,1.11
G9324,A320,2025-11-24T08:28:00+00:00,67,0.40,0.64,10,0.44,0.30,0.64,0.37,1.22
G9324,A320,2025-11-24T08:28:00+00:00,63,0.47,0.43,8,0.24,0.11,0.66,0.30,1.19
G9324,A320,2025-11-24T08:28:00+00:00,78,0.00,0.51,10,0.36,0.26,0.78,0.00,0.91
G9324,A320,2025-11-24T08:28:00+00:00,46,0.37,0.58,3,0.31,0.47,0.24,0.31,1.43
G9324,A320,2025-11-24T08:28:00+00:00,35,0.86,0.70,1,0.30,0.15,0.05,0.37,1.76
G9324,A320,2025-11-24T08:28:00+00:00,34,0.72,0.93,1,0.20,0.22,0.76,0.44,1.32
G9324,A320,2025-11-24T08:28:00+00:00,67,0.18,0.61,7,0.13,0.64,0.17,0.07,1.38
G9324,A320,2025-11-24T08:28:00+00:00,29,0.77,0.77,0,0.22,0.55,0.07,0.40,1.85
G9324,A320,2025-11-24T08:28:00+00:00,27,0.92,1.00,2,0.32,0.72,0.96,0.50,1.48
G9324,A320,2025-11-24T08:28:00+00:00,64,0.23,0.47,8,0.22,0.52,0.26,0.34,1.33
G9324,A320,2025-11-24T08:28:00+00:00,66,0.33,0.53,9,0.31,0.83,0.71,0.30,1.29
G9324,A320,2025-11-24T08:28:00+00:00,24,0.77,0.98,0,0.26,0.18,0.43,0.50,1.51
G9324,A320,2025-11-24T08:28:00+00:00,38,0.60,0.75,2,0.13,0.28,0.26,0.40,1.52
G9324,A320,2025-11-24T08:28:00+00:00,65,0.41,0.58,6,0.29,0.40,0.94,0.01,1.11
G9324,A320,2025-11-24T08:28:00+00:00,53,0.36,0.68,3,0.07,0.54,0.21,0.32,1.46
G9324,A320,2025-11-24T08:28:00+00:00,75,0.00,0.29,8,0.30,0.76,0.35,0.00,1.19
G9324,A320,2025-11-24T08:28:00+00:00,61,0.26,0.58,5,0.20,0.87,0.56,0.13,1.32
G9324,A320,2025-11-24T08:28:00+00:00,22,0.92,1.00,2,0.26,0.58,0.72,0.53,1.58
G9324,A320,2025-11-24T08:28:00+00:00,64,0.23,0.43,5,0.27,0.22,0.86,0.00,1.00
G9324,A320,2025-11-24T08:28:00+00:00,32,0.97,0.98,1,0.18,0.20,0.34,0.52,1.70
G9324,A320,2025-11-24T08:28:00+00:00,28,0.96,1.00,3,0.43,0.25,0.35,0.58,1.70
G9324,A320,2025-11-24T08:28:00+00:00,37,0.85,0.77,3,0.28,0.26,0.44,0.42,1.58
G9324,A320,2025-11-24T08:28:00+00:00,22,1.00,0.88,0,0.07,0.87,0.39,0.44,1.95
G9324,A320,2025-11-24T08:28:00+00:00,49,0.50,0.52,4,0.13,0.07,1.00,0.20,1.05
G9324,A320,2025-11-24T08:28:00+00:00,59,0.30,0.44,5,0.24,0.08,0.53,0.09,1.14
G9324,A320,2025-11-24T08:28:00+00:00,18,1.00,0.94,0,0.29,0.77,0.59,0.47,1.78
G9324,A320,2025-11-24T08:28:00+00:00,72,0.23,0.51,10,0.43,0.49,0.04,0.18,1.42
G9324,A320,2025-11-24T08:28:00+00:00,79,0.10,0.24,10,0.36,0.65,0.90,0.00,1.01
G9324,A320,2025-11-24T08:28:00+00:00,22,1.00,1.00,0,0.29,0.20,0.06,0.55,1.87
G9324,A320,2025-11-24T08:28:00+00:00,38,0.55,0.86,2,0.16,0.28,0.79,0.41,1.23
G9324,A320,2025-11-24T08:28:00+00:00,30,0.82,0.75,0,0.10,0.32,0.88,0.30,1.34
G9324,A320,2025-11-24T08:28:00+00:00,58,0.48,0.61,5,0.32,0.95,0.08,0.25,1.76
G9324,A320,2025-11-24T08:28:00+00:00,22,1.00,0.97,0,0.27,0.77,0.30,0.51,1.98
G9324,A320,2025-11-24T08:28:00+00:00,56,0.43,0.58,6,0.42,0.98,0.69,0.24,1.41
G9324,A320,2025-11-24T08:28:00+00:00,75,0.10,0.38,10,0.34,0.31,0.78,0.00,0.98
G9324,A320,2025-11-24T08:28:00+00:00,51,0.40,0.58,6,0.20,0.40,0.82,0.29,1.16
G9324,A320,2025-11-24T08:28:00+00:00,66,0.03,0.36,7,0.18,0.22,0.22,0.00,1.12
G9324,A320,2025-11-24T08:28:00+00:00,61,0.43,0.63,7,0.39,0.20,0.73,0.19,1.16
G9324,A320,2025-11-24T08:28:00+00:00,72,0.00,0.33,10,0.43,0.75,0.69,0.01,1.05
G9324,A320,2025-11-24T08:28:00+00:00,77,0.00,0.51,10,0.48,0.65,0.96,0.00,0.93
G9324,A320,2025-11-24T08:28:00+00:00,39,0.76,0.63,2,0.33,0.78,0.64,0.29,1.60
G9324,A320,2025-11-24T08:28:00+00:00,46,0.54,0.70,6,0.24,0.69,0.29,0.45,1.60
G9324,A320,2025-11-24T08:28:00+00:00,60,0.45,0.49,7,0.17,0.30,0.22,0.18,1.44
G9324,A320,2025-11-24T08:28:00+00:00,43,0.59,0.71,5,0.17,0.57,0.20,0.44,1.65
G9324,A320,2025-11-24T08:28:00+00:00,80,0.00,0.32,10,0.29,0.47,0.94,0.00,0.90
G9324,A320,2025-11-24T08:28:00+00:00,35,0.68,0.91,0,0.20,0.01,0.14,0.46,1.54
G9324,A320,2025-11-24T08:28:00+00:00,35,0.66,0.72,2,0.16,0.21,0.03,0.41,1.65
G9324,A320,2025-11-24T08:28:00+00:00,73,0.25,0.60,10,0.42,0.97,0.60,0.14,1.32
G9324,A320,2025-11-24T08:28:00+00:00,35,0.73,0.79,0,0.14,0.06,0.67,0.34,1.32
G9324,A320,2025-11-24T08:28:00+00:00,68,0.02,0.40,6,0.16,0.25,0.40,0.00,1.06
G9324,A320,2025-11-24T08:28:00+00:00,59,0.36,0.62,9,0.37,0.58,0.48,0.56,1.35
G9324,A320,2025-11-24T08:28:00+00:00,26,0.87,0.86,0,0.21,0.33,0.08,0.46,1.82
MS656,B738,2025-11-24T16:02:00+00:00,20,0.96,1.00,1,0.12,0.94,0.91,0.49,1.60
MS656,B738,2025-11-24T16:02:00+00:00,20,1.00,1.00,1,0.13,0.98,0.95,0.49,1.62
MS656,B738,2025-11-24T16:02:00+00:00,34,0.56,0.79,1,0.12,0.88,0.87,0.35,1.36
MS656,B738,2025-11-24T16:02:00+00:00,42,0.46,0.75,4,0.24,1.00,0.43,0.42,1.57
MS656,B738,2025-11-24T16:02:00+00:00,29,0.75,0.97,3,0.41,0.48,0.07,0.59,1.81
MS656,B738,2025-11-24T16:02:00+00:00,56,0.28,0.64,5,0.33,0.63,0.41,0.28,1.33
MS656,B738,2025-11-24T16:02:00+00:00,26,0.97,0.77,0,0.31,0.61,0.20,0.39,1.95
MS656,B738,2025-11-24T16:02:00+00:00,25,0.87,0.99,1,0.22,0.85,0.27,0.54,1.93
MS656,B738,2025-11-24T16:02:00+00:00,42,0.78,0.86,3,0.34,0.05,0.58,0.45,1.39
MS656,B738,2025-11-24T16:02:00+00:00,23,0.85,0.99,2,0.40,0.32,0.32,0.56,1.68
MS656,B738,2025-11-24T16:02:00+00:00,60,0.16,0.59,8,0.47,0.62,0.76,0.46,1.10
MS656,B738,2025-11-24T16:02:00+00:00,44,0.41,0.90,6,0.26,0.35,0.30,0.57,1.39
MS656,B738,2025-11-24T16:02:00+00:00,24,1.00,0.86,1,0.24,0.67,0.16,0.48,2.03
MS656,B738,2025-11-24T16:02:00+00:00,18,1.00,1.00,0,0.35,0.12,0.46,0.52,1.62
MS656,B738,2025-11-24T16:02:00+00:00,76,0.14,0.20,6,0.03,0.89,0.80,0.00,1.13
MS656,B738,2025-11-24T16:02:00+00:00,19,0.84,1.00,0,0.28,0.56,0.92,0.47,1.41
MS656,B738,2025-11-24T16:02:00+00:00,67,0.19,0.43,5,0.20,0.18,0.85,0.00,0.98
MS656,B738,2025-11-24T16:02:00+00:00,18,0.87,1.00,0,0.16,0.15,0.39,0.53,1.58
MS656,B738,2025-11-24T16:02:00+00:00,24,0.71,1.00,1,0.36,0.41,0.67,0.51,1.42
MS656,B738,2025-11-24T16:02:00+00:00,76,0.12,0.42,7,0.11,0.68,0.88,0.00,1.04
MS656,B738,2025-11-24T16:02:00+00:00,74,0.00,0.19,6,0.19,0.22,0.14,0.00,1.13
MS656,B738,2025-11-24T16:02:00+00:00,21,1.00,1.00,0,0.15,0.69,0.86,0.47,1.58
MS656,B738,2025-11-24T16:02:00+00:00,28,0.84,1.00,3,0.36,0.92,0.32,0.59,1.90
MS656,B738,2025-11-24T16:02:00+00:00,75,0.16,0.29,10,0.49,0.66,0.72,0.00,1.13
MS656,B738,2025-11-24T16:02:00+00:00,20,0.88,1.00,1,0.17,0.44,0.72,0.51,1.51
MS656,B738,2025-11-24T16:02:00+00:00,55,0.36,0.57,8,0.45,0.34,0.90,0.53,1.08
MS656,B738,2025-11-24T16:02:00+00:00,76,0.00,0.31,7,0.32,0.64,0.77,0.00,1.00
MS656,B738,2025-11-24T16:02:00+00:00,22,0.94,1.00,3,0.44,0.09,0.71,0.56,1.43
MS656,B738,2025-11-24T16:02:00+00:00,59,0.18,0.56,8,0.39,0.92,1.00,0.44,1.08
MS656,B738,2025-11-24T16:02:00+00:00,27,0.76,0.94,0,0.23,0.35,0.65,0.44,1.45
MS656,B738,2025-11-24T16:02:00+00:00,26,0.74,0.95,2,0.33,0.74,0.00,0.57,1.94
MS656,B738,2025-11-24T16:02:00+00:00,66,0.40,0.61,8,0.23,0.54,0.17,0.38,1.51
MS656,B738,2025-11-24T16:02:00+00:00,24,0.93,0.91,3,0.38,0.39,0.98,0.48,1.37
MS656,B738,2025-11-24T16:02:00+00:00,56,0.44,0.56,4,0.13,0.55,0.83,0.16,1.22
MS656,B738,2025-11-24T16:02:00+00:00,38,0.68,0.76,0,0.02,0.02,0.68,0.31,1.28
MS656,B738,2025-11-24T16:02:00+00:00,69,0.17,0.38,8,0.39,0.16,0.23,0.14,1.20
MS656,B738,2025-11-24T16:02:00+00:00,37,0.63,0.88,1,0.19,0.87,0.63,0.41,1.54
MS656,B738,2025-11-24T16:02:00+00:00,71,0.27,0.23,6,0.26,0.62,0.43,0.00,1.32
MS656,B738,2025-11-24T16:02:00+00:00,77,0.00,0.46,10,0.47,0.05,0.70,0.00,0.90
MS656,B738,2025-11-24T16:02:00+00:00,79,0.03,0.48,10,0.38,0.62,0.21,0.00,1.23
MS656,B738,2025-11-24T16:02:00+00:00,34,0.56,0.78,3,0.23,0.63,0.12,0.46,1.69
MS656,B738,2025-11-24T16:02:00+00:00,25,1.00,0.87,0,0.21,0.10,0.14,0.46,1.79
MS656,B738,2025-11-24T16:02:00+00:00,78,0.21,0.33,7,0.17,0.93,0.23,0.00,1.46
MS656,B738,2025-11-24T16:02:00+00:00,22,1.00,1.00,0,0.30,0.89,0.53,0.50,1.87
MS656,B738,2025-11-24T16:02:00+00:00,34,0.79,0.91,3,0.21,0.63,0.51,0.50,1.64
MS656,B738,2025-11-24T16:02:00+00:00,63,0.08,0.51,8,0.44,0.79,0.46,0.37,1.21
MS656,B738,2025-11-24T16:02:00+00:00,45,0.53,0.83,6,0.45,0.93,0.26,0.53,1.69
MS656,B738,2025-11-24T16:02:00+00:00,30,0.83,0.78,1,0.25,0.02,0.23,0.41,1.60
MS656,B738,2025-11-24T16:02:00+00:00,66,0.22,0.58,8,0.37,0.17,0.89,0.29,0.97
MS656,B738,2025-11-24T16:02:00+00:00,27,0.68,0.88,2,0.37,0.73,0.89,0.43,1.38
MS656,B738,2025-11-24T16:02:00+00:00,34,0.62,0.79,1,0.31,0.37,0.23,0.41,1.58
MS656,B738,2025-11-24T16:02:00+00:00,72,0.30,0.51,9,0.20,0.97,0.21,0.14,1.55
MS656,B738,2025-11-24T16:02:00+00:00,50,0.51,0.53,2,0.12,0.25,0.42,0.21,1.37
MS656,B738,2025-11-24T16:02:00+00:00,79,0.02,0.41,10,0.45,0.55,0.09,0.00,1.26
MS656,B738,2025-11-24T16:02:00+00:00,79,0.03,0.35,8,0.18,0.67,0.40,0.00,1.17
MS656,B738,2025-11-24T16:02:00+00:00,42,0.61,0.92,4,0.30,0.35,0.20,0.55,1.58
MS656,B738,2025-11-24T16:02:00+00:00,75,0.12,0.32,10,0.23,0.17,0.80,0.00,0.95
MS656,B738,2025-11-24T16:02:00+00:00,23,1.00,1.00,0,0.28,0.88,0.83,0.47,1.67
MS656,B738,2025-11-24T16:02:00+00:00,33,0.74,0.85,1,0.13,0.85,0.96,0.37,1.41
MS656,B738,2025-11-24T16:02:00+00:00,42,0.57,0.91,4,0.14,0.51,0.58,0.50,1.42
MS656,B738,2025-11-24T16:02:00+00:00,42,0.76,0.78,5,0.44,0.70,0.16,0.49,1.85
MS656,B738,2025-11-24T16:02:00+00:00,64,0.30,0.43,9,0.37,0.63,0.41,0.33,1.35
MS656,B738,2025-11-24T16:02:00+00:00,36,0.64,0.82,5,0.50,0.86,0.96,0.45,1.36
MS656,B738,2025-11-24T16:02:00+00:00,68,0.16,0.47,7,0.33,0.95,0.13,0.00,1.47
MS656,B738,2025-11-24T16:02:00+00:00,56,0.31,0.77,7,0.34,0.70,0.43,0.40,1.37
MS656,B738,2025-11-24T16:02:00+00:00,49,0.70,0.74,5,0.16,0.50,0.45,0.41,1.57
MS656,B738,2025-11-24T16:02:00+00:00,23,0.85,0.86,1,0.26,0.32,0.26,0.47,1.71
MS656,B738,2025-11-24T16:02:00+00:00,76,0.05,0.28,7,0.30,0.69,0.25,0.00,1.26
MS656,B738,2025-11-24T16:02:00+00:00,72,0.07,0.32,7,0.16,0.47,0.63,0.00,1.06
MS656,B738,2025-11-24T16:02:00+00:00,63,0.16,0.51,5,0.14,0.21,0.58,0.04,1.07
MS656,B738,2025-11-24T16:02:00+00:00,66,0.04,0.49,7,0.25,0.82,0.36,0.02,1.24
MS656,B738,2025-11-24T16:02:00+00:00,71,0.31,0.23,6,0.04,0.67,0.29,0.00,1.42
MS656,B738,2025-11-24T16:02:00+00:00,54,0.23,0.70,5,0.29,0.78,0.22,0.36,1.43
MS656,B738,2025-11-24T16:02:00+00:00,65,0.26,0.37,6,0.20,0.35,0.84,0.00,1.06
MS656,B738,2025-11-24T16:02:00+00:00,45,0.57,0.84,5,0.24,0.35,0.33,0.51,1.49
MS656,B738,2025-11-24T16:02:00+00:00,60,0.20,0.39,4,0.06,0.58,0.06,0.06,1.41
MS656,B738,2025-11-24T16:02:00+00:00,36,0.81,0.90,0,0.05,0.93,0.54,0.41,1.74
MS656,B738,2025-11-24T16:02:00+00:00,68,0.19,0.40,6,0.16,0.73,0.03,0.00,1.46
MS656,B738,2025-11-24T16:02:00+00:00,58,0.43,0.69,6,0.32,0.72,0.00,0.34,1.67
MS656,B738,2025-11-24T16:02:00+00:00,79,0.12,0.50,10,0.44,0.25,0.53,0.00,1.08
MS656,B738,2025-11-24T16:02:00+00:00,24,0.96,0.86,1,0.27,0.12,0.29,0.47,1.69
MS656,B738,2025-11-24T16:02:00+00:00,63,0.10,0.44,7,0.39,0.77,0.57,0.04,1.17
MS656,B738,2025-11-24T16:02:00+00:00,24,0.82,1.00,2,0.39,0.22,0.28,0.57,1.64
MS656,B738,2025-11-24T16:02:00+00:00,48,0.33,0.62,3,0.32,0.28,0.41,0.30,1.26
MS656,B738,2025-11-24T16:02:00+00:00,66,0.07,0.56,9,0.25,0.67,0.93,0.30,0.98
MS656,B738,2025-11-24T16:02:00+00:00,78,0.17,0.21,9,0.19,0.44,0.01,0.00,1.37
MS656,B738,2025-11-24T16:02:00+00:00,55,0.54,0.61,8,0.40,0.43,0.19,0.62,1.57
MS656,B738,2025-11-24T16:02:00+00:00,49,0.58,0.79,4,0.14,0.41,0.28,0.44,1.54
MS656,B738,2025-11-24T16:02:00+00:00,56,0.51,0.56,8,0.32,0.24,0.02,0.59,1.56
MS656,B738,2025-11-24T16:02:00+00:00,28,0.72,1.00,1,0.09,0.45,0.33,0.54,1.63
MS656,B738,2025-11-24T16:02:00+00:00,19,1.00,1.00,2,0.38,0.47,0.68,0.54,1.62
MS656,B738,2025-11-24T16:02:00+00:00,27,0.97,0.97,0,0.17,0.60,0.51,0.48,1.75
MS656,B738,2025-11-24T16:02:00+00:00,73,0.00,0.45,7,0.17,0.08,0.30,0.00,1.04
MS656,B738,2025-11-24T16:02:00+00:00,57,0.35,0.49,7,0.45,0.43,0.28,0.24,1.38
MS656,B738,2025-11-24T16:02:00+00:00,25,0.80,0.99,0,0.04,0.75,0.14,0.53,1.91
MS656,B738,2025-11-24T16:02:00+00:00,78,0.13,0.29,10,0.36,0.62,0.28,0.00,1.28
MS656,B738,2025-11-24T16:02:00+00:00,58,0.31,0.68,7,0.20,0.66,0.71,0.29,1.23
MS656,B738,2025-11-24T16:02:00+00:00,51,0.41,0.80,7,0.26,0.83,0.19,0.51,1.60
MS656,B738,2025-11-24T16:02:00+00:00,65,0.15,0.55,9,0.27,0.91,0.91,0.33,1.09
MS656,B738,2025-11-24T16:02:00+00:00,22,0.81,0.95,0,0.20,0.20,0.13,0.51,1.70
MS656,B738,2025-11-24T16:02:00+00:00,73,0.30,0.36,10,0.40,0.22,0.93,0.00,1.01
MS656,B738,2025-11-24T16:02:00+00:00,69,0.20,0.55,7,0.34,0.75,0.65,0.00,1.20
MS656,B738,2025-11-24T16:02:00+00:00,36,0.62,0.69,2,0.14,0.02,0.14,0.38,1.50
MS656,B738,2025-11-24T16:02:00+00:00,62,0.46,0.45,7,0.41,0.21,0.32,0.10,1.37
MS656,B738,2025-11-24T16:02:00+00:00,71,0.00,0.32,6,0.14,0.24,0.17,0.00,1.13
MS656,B738,2025-11-24T16:02:00+00:00,45,0.51,0.59,3,0.30,0.06,0.12,0.33,1.45
MS656,B738,2025-11-24T16:02:00+00:00,41,0.65,0.70,1,0.00,0.93,0.67,0.30,1.55
MS656,B738,2025-11-24T16:02:00+00:00,45,0.57,0.78,3,0.28,0.18,0.13,0.44,1.53
MS656,B738,2025-11-24T16:02:00+00:00,33,0.85,0.88,3,0.30,0.67,0.68,0.47,1.60
MS656,B738,2025-11-24T16:02:00+00:00,34,0.61,0.84,3,0.28,0.06,0.98,0.41,1.11
MS656,B738,2025-11-24T16:02:00+00:00,24,0.77,0.91,1,0.23,0.18,0.95,0.43,1.24
MS656,B738,2025-11-24T16:02:00+00:00,26,0.93,1.00,3,0.32,0.62,0.16,0.61,1.95
MS656,B738,2025-11-24T16:02:00+00:00,46,0.58,0.60,3,0.13,0.81,0.32,0.31,1.66
MS656,B738,2025-11-24T16:02:00+00:00,29,0.99,1.00,0,0.04,0.24,0.17,0.53,1.83
MS656,B738,2025-11-24T16:02:00+00:00,56,0.27,0.66,8,0.30,0.12,0.64,0.59,1.09
MS656,B738,2025-11-24T16:02:00+00:00,49,0.57,0.68,2,0.00,0.33,0.28,0.32,1.51
MS656,B738,2025-11-24T16:02:00+00:00,76,0.22,0.40,9,0.19,0.60,0.00,0.00,1.46
MS656,B738,2025-11-24T16:02:00+00:00,80,0.00,0.46,10,0.39,0.32,0.07,0.00,1.18
MS656,B738,2025-11-24T16:02:00+00:00,21,0.95,0.93,0,0.26,0.12,0.39,0.48,1.63
MS656,B738,2025-11-24T16:02:00+00:00,53,0.26,0.78,5,0.31,0.32,0.56,0.39,1.17
MS656,B738,2025-11-24T16:02:00+00:00,70,0.24,0.57,10,0.27,0.86,0.01,0.29,1.55
MS656,B738,2025-11-24T16:02:00+00:00,22,1.00,0.92,0,0.16,0.18,0.75,0.43,1.48
MS656,B738,2025-11-24T16:02:00+00:00,19,0.82,0.96,0,0.13,0.71,0.07,0.53,1.95
MS656,B738,2025-11-24T16:02:00+00:00,48,0.36,0.70,3,0.20,0.27,0.84,0.31,1.10
MS656,B738,2025-11-24T16:02:00+00:00,42,0.74,0.81,1,0.23,0.42,0.05,0.42,1.78
MS656,B738,2025-11-24T16:02:00+00:00,24,1.00,1.00,3,0.39,0.23,0.25,0.60,1.78
MS656,B738,2025-11-24T16:02:00+00:00,24,0.86,0.93,0,0.25,0.58,0.76,0.44,1.52
MS656,B738,2025-11-24T16:02:00+00:00,55,0.27,0.60,4,0.07,0.97,0.27,0.26,1.49
MS656,B738,2025-11-24T16:02:00+00:00,46,0.57,0.64,3,0.10,0.70,0.14,0.35,1.71
MS656,B738,2025-11-24T16:02:00+00:00,62,0.38,0.46,6,0.27,0.76,0.45,0.07,1.42
MS656,B738,2025-11-24T16:02:00+00:00,28,0.66,0.98,3,0.38,0.74,0.87,0.52,1.39
MS656,B738,2025-11-24T16:02:00+00:00,23,0.72,0.91,0,0.27,0.42,0.91,0.41,1.31
MS656,B738,2025-11-24T16:02:00+00:00,77,0.17,0.50,10,0.43,0.87,0.50,0.00,1.28
SM452,A320,2025-11-24T16:55:00+00:00,68,0.32,0.29,5,0.22,0.10,0.46,0.00,1.19
SM452,A320,2025-11-24T16:55:00+00:00,54,0.38,0.52,6,0.27,0.24,0.29,0.27,1.34
SM452,A320,2025-11-24T16:55:00+00:00,23,1.00,0.83,0,0.29,0.24,0.03,0.45,1.91
SM452,A320,2025-11-24T16:55:00+00:00,65,0.17,0.57,8,0.19,0.92,0.60,0.34,1.25
SM452,A320,2025-11-24T16:55:00+00:00,79,0.04,0.30,9,0.16,0.64,0.11,0.00,1.29
SM452,A320,2025-11-24T16:55:00+00:00,51,0.53,0.60,6,0.20,0.43,0.30,0.36,1.50
SM452,A320,2025-11-24T16:55:00+00:00,27,0.74,0.88,0,0.07,0.44,0.01,0.47,1.81
SM452,A320,2025-11-24T16:55:00+00:00,20,0.85,0.94,2,0.20,0.80,0.66,0.51,1.65
